Query	UserId	Lenth	templateId	templateText	etalon	lem_etalon	score
Добрый день. Подскажите пожалуйста в транспортных накладных нужны печати организации или нет?	17808054	12	476444	Печать на транспортной накладной необязательна. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/496947/actual/	транспортная накладная нужны печати	транспортный накладной печать	0.9994287490844727
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	391541	12	0				0.0
Добрый день. Может ли быть физ лицо одновременно и самозанятым и ИП?	11771574	12	100000008	Вот ссылка по вашему вопросу https://links.action-media.ru/n98u	Может ли человек быть одновременно самозанятым и ИП 	человек быть одновременно самозанимать и ипать	0.9997158646583557
Беспроцентный займ от физлица не учредителя. Будет ли у ООО внереализационный доход?	4657767	12	0				0.0
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	8093426	12	0				0.0
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	112239	12	0				0.0
Здравствуйте! Подскажите, пожалуйста, момент начисления НДФЛ и страховых взносов по договорам ГПХ.	9605506	12	525659	НДФЛ с выплат по договорам гражданско-правового характера отражайте в разделе 1 расчета 6-НДФЛ в периоде, на который выпадает срок перечисления НДФЛ в бюджет. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/588638/actual/	договор гпх 6-ндфл и страховые взносы	договор гпх 6 ндфл и страховой взнос	0.12600994110107422
Добрый день. Подскажите пруд в сельском хозяйстве к какой амортизационной группе относится?	4241010	12	0				0.0
добрый день. какие отчеты и сроки по воинскому учету надо сдавать отчеты	2977952	12	563460	С 1 октября 2023 года штрафы за нарушения в воинском учете повысили (Федеральный закон от 31.07.2023 № 404-ФЗ). Подробнее см. https://vip.1gl.ru/#/document/86/627300/actual/	воинский учет какие отчеты надо сдать в октябре ноябре	воинский учет какой отчет надо сдавать октябрь ноябрь	0.9998021721839905
Добрый день, какоц код по ОКЗ будет по должности инженер по проекту?	3521276	12	513487	Укажите в графе 6 кодовое обозначение выполняемой функции. Далее см. https://vip.1gl.ru/#/document/86/524144/actual/	код окз инженера пто	код окз инженер пто	0.9915189743041992
Добрый день. Как отразить в 1 с комиссию за выдачу банковской гарантии	3118006	12	445974	Если получение банковской гарантии является обязательным условием деятельности организации, комиссию банка включайте в состав прочих расходов, связанных с производством и реализацией (подп. 25 п. 1 ст. 264 НК). Далее см. https://vip.1gl.ru/#/document/86/460971/actual/	комиссия за выдачу банковской гарантии	комиссия выдача банковский гарантия	0.9989401698112488
Подается ли косвенная декларация по импортным поставкам в СЭЗ, ставка НДС 0%	15504160	12	0				
Добрый день! Подскажите, пожалуйста, как оформить платежное поручение по задолженности по алиментам?	2703726	12	454225	Чтобы заполнить платежное поручение по удержанию по неналоговым платежам на судебных приставов, например, алиментов, используйте реквизиты в исполнительном документе. Подробнее см. https://vip.1gl.ru/#/document/86/471934/actual/	как оформить платежное поручение при уплате алиментов	оформлять платежный поручение уплата алименты	0.999703586101532
Добрый день! Пришлите пожалуйста образец приказа о назначении ответственного за пожарную безопасность	13219981	12	0				0.0
"Добрый день!
как подтвердить что компания на усн если утеренно уведомление о переходе"	13330734	12	0				
Добрый день. Какой срок перечисления НДФЛ по договору аренды в 2023 году?	20500852	12	0				0.0
Как заполнить транспортный раздел 1-т, если организация своим транспортом осуществляет доставку покупателю	803058	12	478686	У продавца возникают транспортные расходы при продаже товаров, работ, услуг, собственной продукции. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/453968/actual/	транспортные расходы на доставку покупателям	транспортный расход доставка покупатель	0.0068029602989554405
Здравствуйте! На что можно тратить денежные средства со специального счета по гособоронзаказу?	2284289	12	0				0.0
Здравствуйте! какие документы должен предоставить самозанятый компании компании ,которой он оказывал услуги?	3552824	12	522554	Сделки с самозанятым гражданином оформляйте с учетом общих требований ГК (п. 1 ст. 158, п. 1 ст. 161 ГК, п. 1 письма ФНС от 20.02.2019 № СД-4-3/2899). Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/584511/actual/	какие документы должен предоставить самозанятый	какой документ должный предоставлять самозанимать	0.9996271729469299
добрый день. У вас можно найти ставки рефинасирования цб за 2021 год?	7025946	12	1768	Совет директоров Банка России принял решение повысить ключевую ставку с 18 сентября 2023 года на 100 б.п., до 13,00% годовых. Подробнее смотрите https://vip.1gl.ru/#/document/16/85022/actual/	ставка рефинансирования цб 2021	ставка рефинансирование цб 2021	0.9984171390533447
Добрый день! Может ли ООО выдать беспроцентный займ сотруднику на приобретение жилья	12427275	12	540438	Беспроцентный денежный заем можно выдать как организации, так и физлицу, в том числе директору и иному сотруднику, собственнику бизнеса. Подробнее см. https://vip.1gl.ru/#/document/86/610537/actual/	займ сотруднику беспроцентный на жилье	заем сотрудник беспроцентный жилье	0.9993045330047607
добрый день! Квартира в жилом монолитном доме. к какой группе амортизационной относится	7016075	12	0				0.0
Добрый день. Как оформить КЭП для работы в ЕГАИС на сотрудника организации?	10877493	12	457500	ЛесЕГАИС предназначена для прослеживания и учета заготовки и поставок древесины, пиломатериалов и иной продукции, изготавливаемой из древесины. Подробнее в материале https://vip.1gl.ru/#/document/16/121884/actual/	работа егаис лес	работа егаис лес	0.004688438959419727
доброе утро! счет-оферта на услуги, бланк и образец заполнения, пришлите пожалуйста, спасибо	3393977	12	414869	Счет оферта – это счет, в котором кроме наименования, количество и цены товаров или услуг, прописаны также основные условия договора: порядок и сроки оплаты и отгрузки, способ доставки и т.п. Но в отличие от договора, счет-оферту не нужно подписывать покупателю. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/12/410220/actual/	Бланк счета-оферты на услуги	бланк счет оферта услуга	0.9993190765380859
Добрый день . Можно ли выплатить пособие на погребение через зарплатный проект?	2904902	12	517171	Организация может выплатить сотруднику или родственнику умершего работника пособие на погребение (п. 4 Порядка, утвердил постановлением ФСС от 22.02.1996 № 16). Подробнее см. https://vip.1gl.ru/#/document/16/132875/actual/	как выплатить пособие на погребение	выплачивать пособие погребение	0.9991089105606079
Добрый день!подскажите учет ,проводки по лизингу у лизингодателя и лизингополучателя,БУ и НУ.Спасибо	417085	12	446855	Аренда c правом выкупа и субаренды (лизинг) имущества, в том числе автомобиля –  это операции по оформлению, налогам, бухучету объекта аренды (лизинга) по ФСБУ 25/2018. Подробнее см. https://vip.1gl.ru/#/document/16/116244/actual/	лизинг учет у лизингополучателя ну и бу	лизинг учет лизингополучатель ну и бу	0.9980918169021606
у организации на балансе есть электроштабелёр, должна ли организация платить транспортный налог?	1624538	12	537689	Налогоплательщикам не надо определять, в какую именно ИФНС следует заплатить транспортный налог и авансовые платежи по нему. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/606148/actual/	куда платить транспортный налог организации	куда платить транспортный налог организация	0.9965085387229919
можно ли оказывать материальную помощь раз в квартал в связи с инфляцией	2159104	12	505751	Работодатель вправе оказать сотруднику или члену его семьи материальную помощь – по случаю рождения детей, в связи с болезнью близкого или его смертью и т. д. В рекомендации:– документальное оформление;– НДФЛ и взносы;– НДС с матпомощи имуществом;– налог на прибыль;– УСН;– бухучет;– матпомощь к отпуску.Также смотрите, как учесть матпомощь родственникам умершего сотрудника и в связи с мобилизацией. Подробнее в материале https://vip.1gl.ru/#/document/16/130831/actual/	материальная помощь в связи с болезнью	материальный помощь связь с болезнь	0.980292558670044
Добрый день. Какие документы запросить у самозанятого для должной осмотрительности юридических лиц?	8636967	12	522555	Чтобы учесть расходы при расчете налога на прибыль или УСН, нужен чек из приложения «Мой налог», который выдал самозанятый. Подробнее смотрите https://vip.1gl.ru/#/document/86/584511/actual/	какие закрывающие документы у самозанятого	какой закрывать документ самозанятой	0.9994404911994934
Добрый день. подскажите как рассчитать компенсацию за неиспользованный отпуск при увольнении. Спасибо	6080984	12	445536	Чтобы рассчитать компенсацию за неиспользованный отпуск при увольнении, определите:количество дней неиспользованного отпуска;продолжительность расчетного периода;заработок сотрудника за расчетный период;средний дневной заработок;итоговую сумму компенсации за неиспользованный отпуск при увольнении.Рассчитайте компенсацию по-особым правилам, если в расчетном периоде сотруднику выплачивали премии или у него менялся размер зарплаты. Подробнее в материале https://vip.1gl.ru/#/document/16/62441/actual/	рассчитать компенсацию за неиспользованный отпуск при увольнении	рассчитать компенсация неиспользованный отпуск увольнение	0.996425211429596
можно ссылку на основании чего компенсация включается в 070 строку персонифицированного отчета?	5248464	12	520610	В строке 070 «Сведения о сумме выплат и иных вознаграждений в пользу данного физлица» персонифицированных сведений укажите сумму, начисленную за месяц, за который подаете сведения (п. 3.7 Порядка, утвердил приказом ФНС от 29.09.2022 № ЕД-7-11/878@). Читайте подробнее https://vip.1gl.ru/#/document/86/580867/actual/	строка 070 в отчете о персонифицированных сведениях	строка 070 отчет персонифицировать сведение	0.9994688034057617
Пришлите пожалуйста ссылку , как учитывать разъездной характер работы, какие есть нюансы	476100	12	501033	Разъездная работа предполагает регулярные служебные поездки с возможностью ежедневно возвращаться домой. Подробнее смотрите https://vip.1gl.ru/#/document/16/129853/actual/	как учесть компенсацию за разъездной характер работы	учитывать компенсация разъездной характер работа	0.9990845322608948
Здравствуйте! Подскажите пожалуйста, какие пени (штрафы) за неполную (половину) уплату страховых взносов?	5281837	12	544547	Чтобы заплатить пени по налогам и страховым взносам в ИФНС, нужно перечислить ЕНП на ЕНС. Читайте подробнее https://vip.1gl.ru/#/document/86/617643/actual/	уплата пени по страховым взносам	уплата пеня страховой взнос	0.993649959564209
добрый день. Изменился ли порядок подачи уведомлений по НДФЛ в августе 2023?	2251738	12	552431	В каждом месяце свой перечень налогов и взносов, по которым нужно сдать уведомление. Далее читайте https://vip.1gl.ru/#/document/16/139905/actual/	порядок подачи уведомления по ндфл за январь в 2023	порядок подача уведомление ндфл январь 2023	0.9955654144287109
Самозанятый работает в организации, он оплатил в организацию, теперь налоговая хочет оштрафовать	20552885	12	522558	Организации вправе нанимать плательщиков налога на профессиональный доход по договору подряда. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/584508/actual/	организация работает с самозанятым, платить ли за него взносы	организация работать с самозанимать платить ли он взнос	0.9994212985038757
Добрый день. Если сотрудник находился два года на больничном. Ему положен отпуск?	15901462	12	500204	Закон ограничивает увольнение сотрудника во время болезни только в случае, когда его увольняют по инициативе организации (ст. 81 ТК). Смотрите подробнее https://vip.1gl.ru/#/document/12/453043/actual/	как уволить сотрудника, если он находится еще на больничном	увольнять сотрудник он находиться больничный	0.5228083729743958
Добрый день. Мне нужна информация по учету выкупной стоимости по договору лизинга.	4806548	12	493048	Понятия выкупной стоимости нет ни в МСФО, ни в ФСБУ. Далее см. https://vip.1gl.ru/#/document/86/527350/actual/	учет выкупной стоимости по договору лизинга	учет выкупной стоимость договор лизинг	0.9996050596237183
что является подтверждением того, что сотрудник едет в командировку по делам организации?	10509198	12	431115	Сотрудник может выехать в командировку как на личном, так и на служебном автомобиле. Смотрите подробнее https://vip.1gl.ru/#/document/16/63244/actual/	сотрудник едет в командировку на своем транспорте	сотрудник ехать командировка свой транспорт	0.9977303743362427
Возврат товара поставщику (Поставщик работает без НДС). Должен ли поставщик оформить КСФ	3659191	12	445042	Возврат товара после приемки. Подробнее смотрите https://vip.1gl.ru/#/document/86/448970/actual/	возврат товара поставщику без ндс как правильно оформить	возврат товар поставщик без ндс оформлять	0.9985207915306091
образец платежного поручения на уплату фиксированного взноса ИП в 2023 году	3133819	11	537442	Общие правила заполнения реквизитов платежки — в рекомендации. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/605800/actual/	образец платежного поручения по фиксированным взносам ип за 2023 год	образец платежный поручение фиксированный взнос ипать 2023 год	0.9993698596954346
День добрый. Подскажите, пожалуйста. Можем мы не проводить больничный лист? Спасибо	322502	11	502531	Как правило, больничное пособие начисляют и оплачивают за весь период болезни: с первого дня заболевания или получения травмы до выздоровления сотрудника или члена его семьи либо же до момента получения инвалидности. Далее см. https://vip.1gl.ru/#/document/86/546266/actual/	на сколько дней могут выдать больничный лист	сколько день мочь выдавать больничный лист	0.9987006187438965
Как правильно заполнить 6 ндфл , если есть задержка по зарплате	5746265	11	525659	НДФЛ с выплат по договорам гражданско-правового характера отражайте в разделе 1 расчета 6-НДФЛ в периоде, на который выпадает срок перечисления НДФЛ в бюджет. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/588638/actual/	6-ндфл как заполнить если были гпх	6 ндфл заполнять быть гпх	0.9452219605445862
нужно ли издавать приказ об утилизации документов с истекшим сроком хранения?	4808226	11	558971	Когда срок хранения документов истек, их можно уничтожить (п. 47 Правил, утвердил приказом Росархива от 31.07.2023 № 77). Подробнее см. https://vip.1gl.ru/#/document/86/643966/actual/	утилизация документов с истекшим сроком хранения	утилизация документ с истекший срок хранение	0.9994258880615234
очередность удержания по исполлистам, алименты 50% и задолженность по кредитам 50%	4449177	11	497864	С пособий по временной нетрудоспособности удерживать деньги можно по любым исполнительным документам. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/535683/actual/	если алименты больше 50%	алименты много 50	0.026212073862552643
добрый день, может ли человек одновременно быть и самозанятым и ИП?	16132148	11	100000008	Вот ссылка по вашему вопросу https://links.action-media.ru/n98u	Может ли человек быть одновременно самозанятым и ИП 	человек быть одновременно самозанимать и ипать	0.9998721480369568
как составить и сдать уведомление по енп с 01 октября 2023	351493	11	0				0.0
Добрый день! Подскажите на какой счет отнести затраты по банковской гарантии	15775781	11	0				0.0
Здравствуйте! Интересует вопрос нужно ли начислять амортизацию на арендованные земельные участки	9525534	11	428319	ППА по договору аренды земли может не амортизироваться, если цель использования предмета аренды аналогична эксплуатации собственных земельных участков, которые признаются как инвестиционная недвижимость по переоцененной стоимости и не амортизируются в силу нормы пункта 28 ФСБУ 6/2020 (п. 17 ФСБУ 25/2018, п. 34 МСФО (IFRS) 16, п. 40А МСФО (IAS) 40). Далее см. https://vip.1gl.ru/#/document/86/440770/actual/	амортизация ппа на арендованный земельный участок	амортизация ппа арендовать земельный участок	0.9972727298736572
Добрый день. Может ли ИП оформить себе пособие на рождение ребенка?	3118006	11	505964	Право на пособие по беременности и родам есть у ИП, которая зарегистрировалась добровольно в качестве страхователя в СФР и уплатила взносы за предыдущий год. ИП представляет в отделение Социального фонда сведения о застрахованном лице, заявление о выплате пособия. Подробнее смотрите https://vip.1gl.ru/#/document/86/555385/actual/	пособие при рождении ребенка для ип	пособие рождение ребенок ипать	0.9983740448951721
как составить и сдать уведомление по енп с 1 октября 2023	18735744	11	0				0.0
платить ли аванс если сотрудник был в отпуске или в командировке	18980417	11	500889	Выплатите сотруднику зарплату за первую половину за отработанное время. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/12/453414/actual/	если сотрудник был в командировке платить ли аванс	сотрудник быть командировка платить ли аванс	0.9988864660263062
Добрый день. Кто должен платить авансовые платежи по налогу на прибыль?	4166282	11	507662	Авансовые платежи платят все плательщики налога на прибыль, кроме театров и ряда других бюджетных учреждений. Подробнее в материале https://vip.1gl.ru/#/document/16/131242/actual/	кто должен платить авансовые платежи по налогу на прибыль	кто должный платить авансовый платеж налог прибыль	0.9973446726799011
Добрый день! какие выплаты материнского капитала положены за рождение 3 ребенка	2684960	11	539198	Сумму материнского капитала на первого ребенка в размере 586 946,72 руб. увеличат на 188 681,53 руб. при рождении или усыновлении второго ребенка после  1 января 2020 года в семье, где первенец рожден или усыновлен после 1 января 2020 года. Далее читайте https://vip.1gl.ru/#/document/86/609302/actual/	материнский капитал на первого ребенка	материнский капитал первый ребенок	0.9982211589813232
добрый день ,платить ли аванс если сотрудник был в отпуске ?	3361357	11	500889	Выплатите сотруднику зарплату за первую половину за отработанное время. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/12/453414/actual/	платить ли аванс если сотрудник был в отпуске	платить ли аванс сотрудник быть отпуск	0.9997429847717285
Здравствуйте! Вопрос? Как передать спецтехнику учредителю в счет дивидендов. И проводки	13162854	11	505087	Решение о выплате дивидендов принимает общее собрание акционеров (участников). Подробнее смотрите https://vip.1gl.ru/#/document/16/130717/actual/	дивиденды учредителю проводки	дивиденд учредитель проводка	0.9960042238235474
подскажите бухучет и налогообложение представительских расходов, есть ли ограничения по сумме	8990967	11	419859	Расходы на встречу с деловыми партнерами можно учесть по налогу на прибыль в пределах норматива. Далее см. https://vip.1gl.ru/#/document/16/73470/actual/	бухучет представительские расходы	бухучет представительский расход	0.9989341497421265
Добрый день! Как получить из налоговой инспекции Уведомление о применении УСН?	410728	11	471590	Запрос о подтверждении перехода на УСН поможет доказать, что налогоплательщик правомерно применяет спецрежим. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/493906/actual/	как получить уведомление налоговой о применении усн	получать уведомление налоговый применение усна	0.9995452165603638
надо ли уведомлять военкомат о новом сотрудники, какие санкции если да	19093440	11	0				0.0
Добрый день! Прошу вас прислать образец заполнения ЛИСТА Г формы Р13014.Спасибо.	7097160	11	563087	В навигаторе – подборка образцов заявлений в ФНС для внесения изменений в ЕГРЮЛ. Читайте подробнее https://vip.1gl.ru/#/document/16/141211/actual/	образец заполнения формы р13014	образец заполнение форма р13014	0.9994043111801147
Здравствуйте! Подскажите,как можно списать испорченные от долгого хранения на складе детали?	572801	11	554868	Из рекомендации вы узнаете, как учитывать спецодежду, в каких случаях она относится на счета учета в состав запасов, когда – в состав основных средств. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/140170/actual/	как списать испорченную спецодежду	списывать испорченный спецодежда	0.0049930838868021965
Здравствуйте. скажите пожалуйста, пожет гражданин киргизии оформиться самозанятым в РФ? спасибо!	13502251	11	503167	Граждане и ИП вправе зарегистрироваться в качестве плательщика налога на профдоход с любой даты. Далее читайте https://vip.1gl.ru/#/document/86/547923/actual/	как оформиться самозанятым	оформляться самозанимать	0.9995299577713013
какова норма расхода дизельного топлива на MERCEDES-BENZ SPRINT мощность двигателя 142,8л,с,	231066	11	415796	При расчете налога на прибыль и на упрощенке расходы на ГСМ нормировать необязательно, если компания не относится к автотранспортным организациям. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/273862/actual/	mercedes-benz sprinter нормы расхода топлива	mercedes benz sprinter норма расход топливо	0.9974905252456665
День добрый, подскажите пожалуйста, может ли директор-единственный учредитель, работать без зарплаты?	13897330	11	511933	Если директор работает в компании по трудовому договору, ему нужно платить зарплату. Подробнее в материале https://vip.1gl.ru/#/document/86/565908/actual/	директор единственный учредитель без зарплаты	директор единственный учредитель без зарплата	0.9961236715316772
Добрый день! материальная помощь на рождение может быть меньше 50 тысяч?	2971077	11	505744	По общим правилам материальную помощь облагают НДФЛ (п. 1 ст. 209, п. 1 ст. 210 НК). Смотрите подробнее https://vip.1gl.ru/#/document/16/130831/actual/	материальная помощь меньше 50 000 ндфл	материальный помощь мало 50 000 ндфл	0.99917072057724
Добрый день!Можно ли выплатить суточные сотруднику после или во время командировки?	19689771	11	490828	Суточные выдавайте в составе аванса на командировку с учетом планируемого срока поездки. Смотрите подробнее https://vip.1gl.ru/#/document/86/522781/actual/	можно ли выплатить суточные после командировки	выплачивать суточный после командировка	0.9950860142707825
могут ли субъекты среднего предпринимательства применять пониженные тарифы по страховым взносам	1619525	11	0				0.0
.добрый день. Просьба прислать образец бланка путевого листа, действующего с 01.09.2023г.	17422717	11	0				0.0
Добрый день, подскажите пожалуйста, материальная помощь какими взносами и налогами облагается?	3551719	11	505751	Работодатель вправе оказать сотруднику или члену его семьи материальную помощь – по случаю рождения детей, в связи с болезнью близкого или его смертью и т. д. В рекомендации:– документальное оформление;– НДФЛ и взносы;– НДС с матпомощи имуществом;– налог на прибыль;– УСН;– бухучет;– матпомощь к отпуску.Также смотрите, как учесть матпомощь родственникам умершего сотрудника и в связи с мобилизацией. Подробнее в материале https://vip.1gl.ru/#/document/16/130831/actual/	какими налогами облагается материальная помощь	какой налог облагаться материальный помощь	0.9997246861457825
Добрый день! Подскажите, пожалуйста, предприятие на УСН налог на землю платит?	5484540	11	524684	Земельный налог платят организации на УСН, которые владеют земельными участками на праве собственности, праве постоянного пользования или праве пожизненного наследуемого владения (ст. 389 НК). Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/310455/actual/	усн налог на землю	усна налог земля	0.9966439008712769
то есть РСВ (если период год) подавать правопреемнику за год нужно?	2658445	11	531935	Уточненный РСВ сдавайте по той же форме, что и первичный. Далее см. https://vip.1gl.ru/#/document/16/136398/actual/	корректировка рсв за 2023 год в 2023 году надо ли подать уведомление	корректировка рсв 2023 год 2023 год подавать уведомление	0.9991128444671631
Добрый день. вопрос как удерживаются алименты с больничного который перечисляет ФСС?	3198921	11	497864	С пособий по временной нетрудоспособности удерживать деньги можно по любым исполнительным документам. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/535683/actual/	удерживаются алименты с больничного	удерживаться алименты с больничный	0.9995347857475281
Здравствуйте! Нужно ли сдавать нулевые уведомления по страховым взносам и НДФЛ?	3025432	11	552470	Уведомление для ЕНП сдавайте по страховым взносам, которые администрирует ФНС. Далее см. https://vip.1gl.ru/#/document/86/631887/actual/	нулевые уведомления по страховым взносам	нулевой уведомление страховой взнос	0.9975942373275757
Какой период ставить в уведомлении если ндфл был отправлен 28.07.2023г. август?	1796716	11	557421	Срок подачи уведомления об исчисленных налогах и взносах в ИФНС — 25-е число месяца, в котором установлен срок уплаты. Подробнее в материале https://vip.1gl.ru/#/document/16/140559/actual/	какой период по ндфл ставить в уведомлении	какой период ндфл ставить уведомление	0.9990466833114624
Доброго дня, по договору ГПХ страховые взносы платятся в каком размере?	402882	11	505045	Любой договор, который заключили по правилам ГК, признается гражданско-правовым. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/130708/actual/	размер взносов по договору гпх	размер взнос договор гпх	0.9990625381469727
Добрый день! Как отразить в бухгалтерском учете суточные, начисленные сверх нормы	18003452	11	530047	Порядок и размер суточных, в том числе при зарубежной командировке, работодатель может установить самостоятельно. Смотрите подробнее https://vip.1gl.ru/#/document/16/128440/actual/	суточные сверх норм в 2023	суточный сверх норма 2023	0.9991632699966431
Добрый день. Как произвести расчет компенсации за несвоевременную выплату заработной платы?	5962500	11	0				0.0
Здравствуйте!Надо ли отправлять уведомление при УСН(15%) за полугодие 2023,если аванса нет?	12347403	11	552453	Уведомление по УСН подавайте только в тех месяцах, когда наступают сроки уплаты авансовых платежей. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/631871/actual/	нужно ли подавать уведомление по усн, если аванса нет	подавать уведомление усна аванс нет	0.9976129531860352
Можно ли с обеспечительного платежа ОСНО (ООО) не платить авансовый НДС?	20437863	11	500306	Получатель обеспечительного платежа обязан начислить НДС с его суммы, если одновременно соблюдены условия:договор предусматривает зачет платежа в счет оплаты реализованных товаров, работ, услуг;реализация товаров, работ или услуг по договору облагается НДС.НДС начисляют на дату поступления денег. Смотрите подробнее https://vip.1gl.ru/#/document/86/541948/actual/	обеспечительный платеж нужно ли платить ндс	обеспечительный платеж платить ндс	0.997167706489563
Включается ли в расходы по ЕСХН сумма уплаченного в бюджет НДС?	915927	11	19650	Расходы на зарплату, отпускные, премии и, в определенных случаях, материальную помощь можно учесть в расходах при упрощенке «доходы минус расходы». Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/103406/actual/	включаются ли расходы по зарплате на усн	включаться ли расход зарплата усна	0.005627293139696121
И такой вопрос, отдали на благотворительность продукцию, нужно ли начислять НДС	423857	11	504988	НДС. Если помогаете деньгами, НДС не возникает, поскольку нет объекта обложения (п. 1 ст. 146 НК). Далее см. https://vip.1gl.ru/#/document/16/130694/actual/	ндс и благотворительность	ндс и благотворительность	0.9991909265518188
Добрый день, я задавала вопрос по услугам фитнес центра, ответа нет	20188864	11	498596	Возмещать сотрудникам затраты на занятия спортом в клубах и секциях можно в качестве одного из мероприятий по улучшению охраны и условий труда. Далее см. https://vip.1gl.ru/#/document/16/129342/actual/	оплата услуг фитнес-центра для сотрудников	оплата услуга фитнес центр сотрудник	0.9995094537734985
Добрый день! Мы импортеры шин, надо ли нам платить экологический сбор	18317419	11	537110	Чтобы отчитаться об уплате экосбора нужно заполнить форму расчета экосбора. Смотрите подробнее https://vip.1gl.ru/#/document/86/566755/actual/	отчет импортера по экологическому сбору	отчет импортер экологический сбор	0.9992622137069702
При выставлении контрагентом исправительной счет-фактуры надо ли предоставляться исправительную накладную (ТОРГ-12)?	8785292	11	561214	В рекомендации – когда исправлять счет-фактуру, кто должен исправить, по какой форме или формату выставлять и как исправить документ. Подробнее в материале https://vip.1gl.ru/#/document/16/141140/actual/	исправительные счета фактуры	исправительный счет фактура	0.9956112504005432
Добрый день. На какой срок может учредитель дать организации беспроцентный займ?	215377	11	479038	Размер процентов можно указать в договоре. Смотрите подробнее https://vip.1gl.ru/#/document/86/500144/actual/	под какой процент может дать займ учредитель	какой процент мочь давать заем учредитель	0.9991100430488586
добрый день. Подскажите пожалуйста новые реквизиты для перечисления Единого налогового платежа	7594240	11	537414	Правила заполнения всех реквизитов платежки по ЕНП с учетом новых правил, утвержденных приказом Минфина от 30.12.2022 № 199н, — в таблице ниже. Подробнее в материале https://vip.1gl.ru/#/document/16/137290/actual/	реквизиты единого налогового платежа	реквизит единый налоговый платеж	0.9990170001983643
Добрый день. Нужно ли удерживать алименты с аванса в 2023 году?	10899032	11	497858	С 2023 года алименты и другие долги по исполнительным листам удерживайте при каждой выплате зарплаты или иного дохода. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/535670/actual/	нужно ли удерживать алименты с аванса в 2023 году	удерживать алименты с аванс 2023 год	0.9999064803123474
Как применять правильно вычет по ндс в течении трёх летнего срока	19109740	11	519294	Покупатель вправе принять к вычету НДС с перечисленного аванса в квартале, в котором получил счет-фактуру на аванс. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/578543/actual/	в течении какого срока ндс по авансам принять к вычету	течение какой срок ндс аванс принимать вычет	0.2342013120651245
Добрый день. Не могу понять ,обязательно ли самозанятому автоперевозчику быть ИП?	4499177	11	503185	Любой предприниматель вправе встать на учет в качестве плательщика налога на профессиональный доход (ст. 5, п. 4 ст. 15 Закона от 27.11.2018 № 422-ФЗ). Смотрите подробнее https://vip.1gl.ru/#/document/12/455092/actual/	ип может быть самозанятым	ипать мочь быть самозанимать	0.9987568259239197
Здравствуйте. Подскажите, пожалуйста, какой размер компенсации на автомобиль можно выделить сотруднику.	566931	11	513054	Размер компенсации за использование личного автомобиля официально не установлен. Далее читайте https://vip.1gl.ru/#/document/86/567793/actual/	размер компенсации за использование автомобиля	размер компенсация использование автомобиль	0.9991340637207031
добрый день! подскажите пож-та что можно оплачивать с корпоративной карты ООО?	19644448	11	532333	Карта может быть дебетовой или кредитной (п. 1.5 положения ЦБ от 24.12.2004 № 266-П). Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/599738/actual/	что такое корпоративная карта	корпоративный карта	0.9988346099853516
Какие документы должен предоставить самозанятый при заключении договора с ним?	18647111	10	522554	Сделки с самозанятым гражданином оформляйте с учетом общих требований ГК (п. 1 ст. 158, п. 1 ст. 161 ГК, п. 1 письма ФНС от 20.02.2019 № СД-4-3/2899). Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/584511/actual/	какие документы должен предоставить самозанятый	какой документ должный предоставлять самозанимать	0.9997578263282776
Здравствуйте. Скажите пожалуйста какой код окз установить менеджеру по снабжению.	20463506	10	513487	Укажите в графе 6 кодовое обозначение выполняемой функции. Далее см. https://vip.1gl.ru/#/document/86/524144/actual/	код окз менеджер	код окз менеджер	0.9977953433990479
До какой даты действует статус налогоплательщика 02 в платежных поручениях?	756526	10	0				0.0
