Query	UserId	Lenth	templateId	templateText
к какой категории относится квадроцикл снегоблотоход при расчете транспортного налога	19093440	10	0	
Добрый день! надо заполнить форму - требуется Единый казначейский счет	623278	10	0	
Здравствуйте.Электронный счет-фактура отправлен позже, чем выставлен: когда возможен вычет НДС	1900357	10	0	
как составить и сдать уведомление по енп с 1 октября	4598816	10	0	
взаимозачет проводится по К-т займы за выполненные работы по Д-ту	20661498	10	0	
здравствуйте, вышлите пожалуйста образец заполнения платежного поручения оплаты услуг самозанятому	14750921	10	0	
Добрый день. Вопрос: нужен ли путевой лист на электропогрузчик ?	4084612	10	0	
Добрый день! Как в 1С настроить вкладку ведение налогового учета	20168879	10	0	
Добрый, выдан валютный займ нерезиденту на каком счете вести учет,58?	9198755	10	0	
Добрый день. Какие документы необходимы для получения патента гражданину Таджикистана?	13463437	10	500517	После трудоустройства иностранца НДФЛ с его доходов рассчитывает и удерживает работодатель – налоговый агент. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/542275/actual/
покупка автомобиля в лизинг июль 2023г., бухгалтерский и налоговый учет	9509351	10	0	
Здравствуйте,по какому КБК платить фиксированные платежи на ИП в 2023году?	1644146	10	0	
Добрый день, подскажите пожалуйста какой минимальный срок амортизации для автомобиля?	4547120	10	517091	В бухучете машину нужно амортизировать способом, который больше соответствует получению экономических выгод от нее. Далее см. https://vip.1gl.ru/#/document/16/115835/actual/
Здравствуйте. Образец пут листов с 1 сентября для грузовых авто	3118013	10	0	
с какой строке отчета РСВ увидеть среднесписочную на 01.10.2022 года?	6596658	10	0	
Здравствуйте! Уведомления по начисленным фиксированным взносам ИП не подаём же?	532717	10	552456	Подавать уведомление для ЕНП по фиксированным страховым взносам, которые ИП платит за себя, не надо. Подробнее см. https://vip.1gl.ru/#/document/86/631875/actual/
Добрый день!Может ли некоммерческая организация применять налоговый режим АУСН ?	12063470	10	0	
Добрый день. Подскажите, пожалуйста, как учитывать госпошлину на вилочный погрузчик?	7210456	10	0	
добрый день. образец приказа по отпуску по беременности и родам	471463	10	509838	Приказ о предоставлении отпуска по беременности и родам издайте по форме № Т-6 или по форме, которую разработали самостоятельно. Далее читайте https://vip.1gl.ru/#/document/86/562715/actual/
Добрый день, какие ограничения - лимиты по патенту? розничная торговля	1859095	10	0	
Здравствуйте.при приобретении ОС обязательно указывать ликвидационную стоимость. или можно поставить-0.	17105777	10	0	
Здравствуйте! Подскажите платежки со статусом 02 отменили с какого времени?	3465255	10	557612	Платежка взамен уведомления со статусом 02 совмещает в себе платежный документ и уведомление для ЕНП, ее можно применять только до 31 декабря 2023 года включительно (п. 12, 14 Закона от 14.07.2022 № 263-ФЗ). Далее читайте https://vip.1gl.ru/#/document/86/641586/actual/
Добрый день! может ли самозанятый сдавать в аренду нежилое помещение?	1997906	10	503172	Перейти на уплату налога на профессиональный доход можно, если физлицо или ИП реализует продукцию собственного производства, выполняет работы или оказывает услуги. Далее см. https://vip.1gl.ru/#/document/86/547919/actual/
Как заполнить путевой лист с 1 сентября 2023 года	20369075	9	555785	С 1 сентября 2023 года в путевом листе надо отражать СНИЛС и реквизиты водительского удостоверения водителя. Смотрите подробнее https://vip.1gl.ru/#/document/16/139964/actual/
пособие при постановке на учет в ранние сроки беременности	2451274	9	516449	Применяйте новые правила оформления и выплаты пособий в 2023 году. Далее читайте https://vip.1gl.ru/#/document/16/132699/actual/
Добрый день! На какой срок можно оформлять командировку максимальный?	3279453	9	0	
какой перечень расходов принимается при УСН доходы минут расходы	6637724	9	0	
Что лучше оформить с директором нна использование личного авто	6069441	9	0	
"День добрый""В каких случаях в уведомлении показываются отрицательные суммы"	2786706	9	555455	Отрицательные уведомления для ЕНП формируют, когда авансовый платеж за отчетный период меньше аванса за предыдущий период (п. 9 ст. 58 НК). Далее читайте https://vip.1gl.ru/#/document/86/633122/actual/
прием на работу сотрудника, который ранее утерял трудовую книжку	2777097	9	0	
Здравствуйте! Заплатили пени. Как их учитывать правильно отржаать ЕНП?	1738620	9	0	
Добрый день! Каким образом нумеруются корректировочные и исправительные счета-фактуры?	5338701	9	0	
проживаю на территории днр паспорт украина какой процент подох.налога	19018172	9	0	
можно ли учесть в расходах гсм без путевых листов	229703	9	0	
Можно ли учитывать консультационные услуги в расходах по УСН?	17189714	9	497998	При УСН с объектом «доходы» не учитывают расходы на консультационные услуги (п. 1 ст. 346.18 НК). Подробнее см. https://vip.1gl.ru/#/document/86/535831/actual/
Здравствуйте, на какой счет расходов закрыть госпошлину для суда?	17829882	9	0	
Здравствуйте! Скажите пожалуйста какие виды услуг попадают под патент?	448688	9	502140	Виды услуг, в отношении которых можно получить патент, смотрите в региональном законе. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/545494/actual/
как составить уведомление по енп с 01 октября 2023	5172478	9	0	
За какой предыдущий период проводит ФНС при выездной проверке	341516	9	0	
Добрый день. Премии непроизводственного характера входят в средний заработок?	600239	9	534244	Из рекомендации узнаете, как учесть разовые, квартальные, годовые премии при расчете среднего заработка, а также сколько премий за один и тот же показатель можно включить в расчет. Подробнее см. https://vip.1gl.ru/#/document/16/56797/actual/
ККТ при продаже объекта недвижимости от лица ИП физлицам	2127595	9	477251	ККТ нужно применять при расчетах наличными или при безналичных платежах, в том числе при расчетах с гражданами. Далее см. https://vip.1gl.ru/#/document/86/497921/actual/
Добрый день. Вопрос такой. Может ли ИП быть самозанятым??	755277	9	503185	Любой предприниматель вправе встать на учет в качестве плательщика налога на профессиональный доход (ст. 5, п. 4 ст. 15 Закона от 27.11.2018 № 422-ФЗ). Смотрите подробнее https://vip.1gl.ru/#/document/12/455092/actual/
Добрый день, нужна иформация по Военному учету для ИП	1929451	9	0	
Здравствуйте не могу найти онлайн расчетчик компенсации при увольнении	2410885	9	420879	Определить количество дней ежегодного отпуска в зависимости от стажа, дату его окончания, сумму отпускных и срок их выплаты можно при помощи калькуляторов. Подробнее в материале https://vip.1gl.ru/#/document/16/118787/actual/
Добрый день! Для прослеживаемости товара обязательно получить электронную СФ?	2154284	9	0	
Доброе Утро!!! Подскажите как правильно уволить человека за прогулы?	2364559	9	445674	Чтобы уволить сотрудника за прогул, составьте акт об отсутствии на работе и направьте сотруднику уведомление с просьбой объяснить причины своего отсутствия. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/113022/actual/
Добрый день. Как снизить выплаты по налогам и взносам	6827718	9	0	
соглашение об уступке права собственности авто лизинга физ лицу	20523904	9	0	
Здравствуйте! Подскажите как оформить единовременное пособие на рождение ребенка.	3815972	9	516453	Единовременное пособие при рождении ребенка СФР назначит сам. Подробнее в материале https://vip.1gl.ru/#/document/86/573204/actual/
Здравствуйте. Какими проводками отразить выход участника из состава учредителей?	4524827	9	0	
Добрый день, нужно заявление на возврат госпошлины в налоговую.	792924	9	563347	Форма и формат заявления о возврате госпошлины направляемого в налоговый орган, утверждены приказом ФНС от 30.11.2022 № ЕД-7-8/1133@. Подробнее смотрите https://vip.1gl.ru/#/document/86/651653/actual/
как изменится работа с эцп с 1 сентября 2023г	8530574	9	557388	С 1 сентября сотрудники не могут получить УКЭП с данными организации, от имени которой они выступают, а подписи, которые сотрудники получили до этой даты, они смогут использовать до 31 августа 2024 года. Далее читайте https://vip.1gl.ru/#/document/86/640757/actual/
Добрый день помогите составить платежку на ЕНС за июль	1795471	9	0	
Пример уведомления об исчисленных суммах налогов за август 2023	751980	9	0	
Добрый день! Прошу выслать комплект регламентов для работы бухгалтерии	9500754	9	0	
Добрый день, подскажите пожалуйста как сменить директора в ООО.	16210087	9	511934	Чтобы сменить генерального директора, надо уволить прежнего и назначить нового. Вот ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/565919/actual/
Добрый день! В августе нужно подавать уведомление по НДС?	2190517	9	0	
нужно ли подавать нулевые уведомления по ндфл и страх.взносам?	18215849	9	0	
Добрый день . Как составить уведомление по транспортному налогу	5162088	9	552458	По транспортному налогу нужно сдавать уведомление для ЕНП. Смотрите подробнее https://vip.1gl.ru/#/document/86/631881/actual/
Доверенность на право подписи документов за генерального директора образец	290271	9	449765	Для подписания первичных документов, счетов-фактур, кадровых и других документов за директора или главного бухгалтера выдайте сотруднику доверенность. Читайте подробнее https://vip.1gl.ru/#/document/86/465567/actual/
Здравствуйте. Подскажите, пожалуйста, к какой амортизационной группе относится сервер	1696621	9	545844	Амортизационные группы обязательны только для целей налога на прибыль, чтобы определить срок полезного использования для амортизации. Подробнее см. https://vip.1gl.ru/#/document/16/134215/actual/
Как перечислять НДФЛ с превышения 15% на единый счет?	9975031	9	0	
что из банкетного обслуживания входит в представительские расходы ?	7791634	9	0	
Добрый день, можно директору- учредителю не начислять зарплату ?	5380493	9	0	
Добрый день. Подскажите, пожалуйста, как правильно подать уточненное уведомление	1590629	9	552424	При ошибке в уведомлении об исчисленных налогах и взносах, направьте в налоговую инспекцию новое уведомление с верными реквизитами. Далее читайте https://vip.1gl.ru/#/document/86/631835/actual/
Добрый день. Подскажите с 2023г сроки оплаты страховых взносов	12741875	9	0	
добрый день, выплата по ГПХ договору какими налогами облагается?	136876	9	0	
Добрый день. Подскажите как законно снизить налоги и взносы?	5711773	9	466510	В спецпроекте – способы налоговой экономии, которые чаще всего используют на практике компании и ИП, чтобы сэкономить на страховых взносах и НДФЛ, НДС, налоге на прибыль и налоге на имущество, а также по налогу на УСН. Далее читайте https://vip.1gl.ru/#/document/16/124211/actual/
образец уведомления по обособленному подразделению в части уплаты ндфл	9282826	9	0	
